iter	MultiClass
357	0.01493972894
358	0.01487469767
359	0.01484209156
360	0.01478924958
361	0.01474307875
362	0.01469559982
363	0.01464111394
364	0.01459804415
365	0.01450879221
366	0.01445052287
367	0.01441047591
368	0.01436151258
369	0.01427536556
370	0.01425484686
371	0.0141999225
372	0.01415800753
373	0.01411278009
374	0.01407015505
375	0.0140404406
376	0.01399268908
377	0.01394489521
378	0.01389106948
379	0.0138500322
380	0.01382502222
381	0.01379020134
382	0.01373658631
383	0.01370412715
384	0.01367678991
385	0.01363504931
386	0.01360500526
387	0.01356160516
388	0.01353050075
389	0.01348509734
390	0.01345368388
391	0.01341274552
392	0.01334845949
393	0.01331760178
394	0.01327327893
395	0.01323595382
396	0.0131806567
397	0.01313899757
398	0.01308630946
399	0.01304390437
400	0.01301750948
401	0.01298368182
402	0.01295222992
403	0.0129326
404	0.0129006501
405	0.01287561085
406	0.01282998504
407	0.01278970359
408	0.01276239558
409	0.01271146005
410	0.01268662297
411	0.01265104939
412	0.01259214809
413	0.01258101286
414	0.01251741011
415	0.01247400867
416	0.01244663838
417	0.01242860837
418	0.01239736393
419	0.01234509742
420	0.01231502606
421	0.01226650545
422	0.01223609031
423	0.01220144074
424	0.01218788264
425	0.01214710585
426	0.01211220357
427	0.01208735589
428	0.01206696116
429	0.0120259013
430	0.01198623748
431	0.01196313556
432	0.01192042693
433	0.01187903602
434	0.01184292172
435	0.0118098705
436	0.01178141335
437	0.01175629663
438	0.01171583788
439	0.01167410886
440	0.01163851517
441	0.01161186041
442	0.0115559795
443	0.01152616473
444	0.01147365917
445	0.01145296183
446	0.0114246612
447	0.01140534296
448	0.01136909291
449	0.01133898373
450	0.01132918015
451	0.01129256335
452	0.01125864971
453	0.01122270792
454	0.01119228999
455	0.01116086642
456	0.0111419527
457	0.0111089455
458	0.01109593915
459	0.01106352956
460	0.01103812588
461	0.01100454132
462	0.01096722059
463	0.01094456443
464	0.01092975502
465	0.01090065941
466	0.01087883408
467	0.01086093459
468	0.01083309623
469	0.01081184188
470	0.01077280016
471	0.01074386873
472	0.01070842329
473	0.01067299357
474	0.01062844735
475	0.01060303523
476	0.01057405671
477	0.01054837301
478	0.01052228063
479	0.01049470791
480	0.01045946252
481	0.01043956817
482	0.01041162639
483	0.01038579832
484	0.01035189103
485	0.01032374063
486	0.01030002098
487	0.01027255634
488	0.0102536436
489	0.01022067722
490	0.01019957486
491	0.01018414332
492	0.01016000177
493	0.01011297579
494	0.01009602274
495	0.01005895078
496	0.01003020705
497	0.01000868774
498	0.009972989227
499	0.009928734196
500	0.009903078953
501	0.009874469096
502	0.009860087045
503	0.009831776407
504	0.009806904741
505	0.009781854797
506	0.00976767165
507	0.00972219924
508	0.009685152124
509	0.00965386887
510	0.009636337001
511	0.009621811083
512	0.009597413378
513	0.009547391128
514	0.009533934182
515	0.009513044946
516	0.009490514271
517	0.009465742108
518	0.009445066638
519	0.009416245276
520	0.009403445646
521	0.009395977829
522	0.009384969886
523	0.009367216931
524	0.009335398623
525	0.009318617834
526	0.009300850671
527	0.009287425018
528	0.009276052698
529	0.009263708542
530	0.009238349364
531	0.009220585563
532	0.009206018254
533	0.009182974996
534	0.009165750404
535	0.009156303257
536	0.009140821752
537	0.009116446268
538	0.009091823773
539	0.009078045969
540	0.009063226357
541	0.009028813058
542	0.008992011289
543	0.00897136787
544	0.008954266535
545	0.008940932352
546	0.008924255124
547	0.008900594134
548	0.008879610636
549	0.008859401651
550	0.00883911502
551	0.008820198321
552	0.008788794182
553	0.008770526905
554	0.008745827706
555	0.008737183474
556	0.008724647909
557	0.008700020713
558	0.008684543058
559	0.008670314273
560	0.008652970956
561	0.008636523017
562	0.008621335962
563	0.008601167103
564	0.008572843441
565	0.008560211144
566	0.008550597337
567	0.00853478844
568	0.008513801124
569	0.008492534044
570	0.008462913231
571	0.008443531689
572	0.008426732705
573	0.008411604014
574	0.008397424482
575	0.008376118198
576	0.008354780334
577	0.008341204582
578	0.008333040702
579	0.008314265324
580	0.008303084091
581	0.008293678913
582	0.008277894574
583	0.008264509746
584	0.008255769244
585	0.008233857434
586	0.008223433121
587	0.008210858888
588	0.008191951718
589	0.008179707311
590	0.008152164328
591	0.00814294937
592	0.008138170465
593	0.008120484519
594	0.008099644926
595	0.00808535542
596	0.008074255644
597	0.008050588111
598	0.008037345294
599	0.008022739828
600	0.008012586422
601	0.007993582169
602	0.007961544956
603	0.007941166415
604	0.007929282998
605	0.00791355848
606	0.007891551179
607	0.007866286111
608	0.007848192075
609	0.007833743521
610	0.007815807534
611	0.00779361557
612	0.007769075817
613	0.007743409419
614	0.00772884118
615	0.007719556989
616	0.007699093046
617	0.007677440898
618	0.007656083818
619	0.007645270633
620	0.007630737815
621	0.007606682745
622	0.007597590161
623	0.007582013936
624	0.007562826552
625	0.007555344317
626	0.007536663606
627	0.007522296556
628	0.007503468027
629	0.007486712878
630	0.007470917482
631	0.007452244864
632	0.00744190227
633	0.007425558025
634	0.007416706102
635	0.007409853843
636	0.007400768447
637	0.007388117496
638	0.007365192006
639	0.007330764533
640	0.007323738576
641	0.007306449088
642	0.007297888045
643	0.007276394742
644	0.007266892261
645	0.007252652828
646	0.007242895331
647	0.007226297422
648	0.007212916577
649	0.007203625174
650	0.007192067947
651	0.007175878507
652	0.007148940547
653	0.007121237379
654	0.007105406785
655	0.007098179295
656	0.007087839178
657	0.007068478349
658	0.007057285159
659	0.007039686981
660	0.007030593935
661	0.007022024411
662	0.007008108436
663	0.006995615366
664	0.006989512243
665	0.006976881013
666	0.006963588152
667	0.006937970343
668	0.006926554864
669	0.006921524344
670	0.006906235416
671	0.006894083211
672	0.006884068969
673	0.006871849471
674	0.00686623606
675	0.00685197386
676	0.006833629702
677	0.006817232274
678	0.006801103391
679	0.006785179005
680	0.006768197932
681	0.006753932431
682	0.006738254735
683	0.006730975016
684	0.00671119157
685	0.00669647737
686	0.006685661696
687	0.006671442374
688	0.006661461025
689	0.006649136151
690	0.006636706832
691	0.006622789222
692	0.006610745545
693	0.006596887076
694	0.006581681866
695	0.006573272982
696	0.006565589001
697	0.006555606613
698	0.006544921143
699	0.006533575436
700	0.006518622546
701	0.006505632658
702	0.006489245898
703	0.006479057954
704	0.006464615972
705	0.006449344401
706	0.006434712468
707	0.006425429856
708	0.006414751261
709	0.006399411848
710	0.006387797512
711	0.006378713444
712	0.006369985931
713	0.006356655938
714	0.006348573232
715	0.006345540963
716	0.006332458398
717	0.006324285229
718	0.006315374277
719	0.006303945492
720	0.006299068199
721	0.006289770852
722	0.006273648008
723	0.006264960149
724	0.006254935551
725	0.006242274685
726	0.006233695095
727	0.006226362022
728	0.006218594825
729	0.006211441125
730	0.00620159358
731	0.006187442411
732	0.006175156012
733	0.006158638153
734	0.00615052322
735	0.006141658126
736	0.006133922478
737	0.006123994671
738	0.006114948782
739	0.006103334092
740	0.006095402469
741	0.00608274616
742	0.006062096769
743	0.006051342814
744	0.006042065368
745	0.006035818551
746	0.006024154992
747	0.006015046945
748	0.006008048759
749	0.006001248183
750	0.005993396593
751	0.005982381396
752	0.005972665396
753	0.00596114687
754	0.005955862207
755	0.005949221192
756	0.005942164305
757	0.005929158449
758	0.005923745894
759	0.00590832381
760	0.005899812276
761	0.005892015085
762	0.005884140324
763	0.00587644481
764	0.005871609254
765	0.00586016531
766	0.005855004325
767	0.005839240369
768	0.005828375504
769	0.005821681092
770	0.005805182799
771	0.00580002882
772	0.005790251098
773	0.005773434982
774	0.005763114955
775	0.005752222527
776	0.00574664318
777	0.005736941707
778	0.005728568903
779	0.005719552356
780	0.00570575228
781	0.005700025096
782	0.005687982523
783	0.005680362003
784	0.005671730423
785	0.005663151185
786	0.005653320982
787	0.005640907515
788	0.005634802811
789	0.005629317481
790	0.005621853791
791	0.005609680526
792	0.005600463924
793	0.005596264232
794	0.00558617335
795	0.005580654525
796	0.005575460541
797	0.005563697051
798	0.005553584194
799	0.005541948106
800	0.005534975346
801	0.005522806722
802	0.005519927484
803	0.005508825361
804	0.005504460686
805	0.005497758503
806	0.00548670124
807	0.005479161889
808	0.005470035346
809	0.005464282323
810	0.00545238723
811	0.005445656464
812	0.005437142069
813	0.005431859697
814	0.005419148363
815	0.005416167532
816	0.005408142685
817	0.005397011576
818	0.005393047361
819	0.00538425907
820	0.005375211129
821	0.005366553411
822	0.005361158318
823	0.00534986666
824	0.005338136517
825	0.005330123761
826	0.005325397568
827	0.005321703155
828	0.005315961764
829	0.00530808673
830	0.00530564924
831	0.005296717195
832	0.005289096116
833	0.005281254198
834	0.005273521347
835	0.005267383588
836	0.00526003042
837	0.005251840624
838	0.005239743786
839	0.00522406327
840	0.005216534384
841	0.005210368896
842	0.005198165971
843	0.005191822017
844	0.005185497526
845	0.005175756659
846	0.005171863517
847	0.005163239737
848	0.00515525531
849	0.005149641841
850	0.0051425347
851	0.005135799956
852	0.005128824459
853	0.00511945318
854	0.00510902326
855	0.005102694132
856	0.005090221507
857	0.00507785989
858	0.005067776953
859	0.005064145234
860	0.005059130064
861	0.00505422748
862	0.005045028459
863	0.005036762555
864	0.005026055636
865	0.005021051107
866	0.00501327677
867	0.005008810505
868	0.005002855291
869	0.004993941912
870	0.004983355142
871	0.004975928448
872	0.004969881145
873	0.004960694195
874	0.004953665753
875	0.004943288173
876	0.004938139233
877	0.004934730214
878	0.004922423154
879	0.004916674081
880	0.004909392179
881	0.004900442203
882	0.004892214925
883	0.004886977927
884	0.004884366693
885	0.004876645481
886	0.004872062802
887	0.004865373045
888	0.004856303074
889	0.004845712981
890	0.004841495552
891	0.004835693965
892	0.004828883129
893	0.004822110731
894	0.00481724119
895	0.004809411396
896	0.004799723061
897	0.004792084943
898	0.004784759875
899	0.004780001181
900	0.004775006805
901	0.004769935398
902	0.004761530899
903	0.0047523767
904	0.004749598045
905	0.004746024587
906	0.00473829308
907	0.004733810281
908	0.004727246533
909	0.004723144739
910	0.004715093426
911	0.004708363992
912	0.004703722822
913	0.004695117106
914	0.004691300855
915	0.004688590186
916	0.004681880139
917	0.004672881686
918	0.00466634778
919	0.004660878555
920	0.004653405737
921	0.004642734647
922	0.004638333985
923	0.004633712417
924	0.004628610737
925	0.004623414907
926	0.00461626385
927	0.004611937419
928	0.004604562023
929	0.004597238862
930	0.004592205543
931	0.004589608793
932	0.00458271644
933	0.004575556733
934	0.004571319124
935	0.004565601565
936	0.004555686604
937	0.004551471059
938	0.004547966695
939	0.004542980553
940	0.004535888375
941	0.004532314792
942	0.004527324724
943	0.00452341503
944	0.004514924216
945	0.004510884008
946	0.004506061865
947	0.00450122327
948	0.004493730164
949	0.004489458175
950	0.004485814626
951	0.004478074797
952	0.004471598483
953	0.004467479808
954	0.004462895355
955	0.00445622241
956	0.00445125127
957	0.004444324174
958	0.004437765348
959	0.004433360089
960	0.004428207282
961	0.004423320085
962	0.004418585305
963	0.004410537614
964	0.004404669859
965	0.004397962481
966	0.004389176511
967	0.004382361897
968	0.004378277405
969	0.004373898309
970	0.004367907946
971	0.004363960306
972	0.004357730713
973	0.004352774522
974	0.004347954235
975	0.004339911676
976	0.004334512771
977	0.004328648501
978	0.004322731195
979	0.00431763548
980	0.004311238399
981	0.0043018116
982	0.004296977925
983	0.004291925344
984	0.004288610712
985	0.004281657248
986	0.004280135757
987	0.004275844452
988	0.004272135505
989	0.004265083052
990	0.004262446361
991	0.004253796218
992	0.004245909261
993	0.004241039302
994	0.00423467286
995	0.004228755765
996	0.004223956998
997	0.004218453139
998	0.004212471614
999	0.004206865734
